000000000134756 	000000000000003 	2.428452479200000e+07 	-1.120311100000000e+04 	4.114620000000000e+02 	000000000000039 
000000000134756 	000000000000004 	2.188752120300000e+07 	-1.109613400000000e+05 	3.695044000000000e+03 	000000000000043 
000000000134756 	000000000000014 	2.123560195600000e+07 	2.783274700000000e+04 	-9.764260000000000e+02 	000000000000045 
000000000134756 	000000000000016 	2.137229620400000e+07 	-4.669178000000000e+04 	1.607571000000000e+03 	000000000000046 
000000000134756 	000000000000022 	2.400520442600000e+07 	6.049095000000000e+03 	-2.423270000000000e+02 	000000000000040 
000000000134756 	000000000000023 	2.543559895800000e+07 	-1.026503140000000e+05 	4.101958000000000e+03 	000000000000037 
000000000134756 	000000000000026 	2.117483690400000e+07 	4.049330000000000e+03 	-1.401870000000000e+02 	000000000000048 
000000000134756 	000000000000027 	2.303317140500000e+07 	-1.027495580000000e+05 	4.104032000000000e+03 	000000000000040 
000000000134756 	000000000000029 	2.469126554800000e+07 	5.947131100000000e+04 	-2.129544000000000e+03 	000000000000041 
000000000134756 	000000000000031 	2.199531467900000e+07 	-9.609187000000000e+03 	3.358170000000000e+02 	000000000000045 
000000000134756 	000000000000032 	2.270759238800000e+07 	6.553997100000001e+04 	-2.267418000000000e+03 	000000000000044
