000000000107984 	000000000000031 	000000000107984 	000000000107984 	1.501031219959000e-04 	-2.614797267597000e-12 	000000000000000 	2.400000000000000e+00 	8.836868451908000e-03 	5.153583093643000e+03 	4.709124725375000e-09 	1.159369043917000e-01 	-1.798299963326000e-01 	2.925928225821000e+00 	9.648821664380000e-01 	-8.376063182366000e-09 	-1.000041655749000e-11 	5.396082997322000e-06 	1.234933733940000e-06 	-9.499490261078000e-08 	1.005828380585000e-07 	2.181250000000000e+01 	2.741562500000000e+02 	000000000000000 
000000000108000 	000000000000020 	000000000108000 	000000000108000 	4.977299831808000e-04 	1.023181539495000e-12 	000000000000000 	2.400000000000000e+00 	4.576373612508000e-03 	5.153773996353000e+03 	5.303435195077000e-09 	2.071515003166000e+00 	1.758660536093000e+00 	6.961718273338000e-01 	9.278247179323000e-01 	-8.406421589773000e-09 	-2.128660095809000e-10 	7.865950465202000e-06 	-3.090128302574000e-06 	-2.980232238769000e-08 	5.401670932770000e-08 	-5.818750000000000e+01 	2.091875000000000e+02 	000000000000082 
000000000108000 	000000000000014 	000000000108000 	000000000108000 	-9.201979264617000e-05 	-6.821210263297000e-13 	000000000000000 	2.400000000000000e+00 	9.251539362594000e-03 	5.153729293823000e+03 	4.312322482683000e-09 	2.859953028409000e+00 	-1.954351392226000e+00 	1.924581781733000e+00 	9.610143353845000e-01 	-7.762823352751000e-09 	2.514390448740000e-10 	9.587034583091001e-06 	2.732500433922000e-06 	000000000000000 	7.450580596924000e-08 	5.384375000000000e+01 	1.926562500000000e+02 	000000000000095 
000000000107984 	000000000000025 	000000000107984 	000000000107984 	-5.188295617700000e-04 	-6.139089236967000e-12 	000000000000000 	2.400000000000000e+00 	6.950063514523000e-03 	5.153704387665000e+03 	4.251962825604000e-09 	-7.008321386659000e-01 	8.041779499938000e-01 	-2.338138025885000e+00 	9.755903961588001e-01 	-8.036049019411000e-09 	-2.128660095809000e-10 	7.783994078636000e-06 	-4.060566425323000e-07 	1.527369022369000e-07 	3.911554813385000e-08 	-8.750000000000000e+00 	2.399375000000000e+02 	000000000000003 
000000000108000 	000000000000015 	000000000108000 	000000000108000 	-3.573833964765000e-04 	000000000000000 	000000000000000 	2.400000000000000e+00 	1.012263097800000e-02 	5.153676013947000e+03 	5.163429363273000e-09 	2.335768225871000e+00 	6.572909933453000e-01 	1.768654425842000e+00 	9.281457918777000e-01 	-8.271773123981000e-09 	1.360770967287000e-10 	9.492039680480999e-06 	1.374632120132000e-06 	-1.639127731323000e-07 	-1.359730958939000e-07 	2.759375000000000e+01 	000000000000181 	000000000000059 
000000000108000 	000000000000018 	000000000108000 	000000000108000 	6.335875950754000e-04 	000000000000000 	000000000000000 	3.400000000000000e+00 	1.833235484082000e-02 	5.153645284653000e+03 	5.303435195077000e-09 	-1.589433677835000e+00 	-1.760687286207000e+00 	7.471959946609000e-01 	9.263702218724000e-01 	-8.327132572781000e-09 	-2.414386283165000e-10 	8.597970008849999e-06 	-2.361834049225000e-06 	4.395842552185000e-07 	2.849847078323000e-07 	-4.781250000000000e+01 	1.932187500000000e+02 	000000000000101 
000000000108000 	000000000000021 	000000000108000 	000000000108000 	-4.440997727215000e-04 	4.092726157978000e-12 	000000000000000 	2.400000000000000e+00 	2.424097701441000e-02 	5.153781812668000e+03 	5.378438319259000e-09 	-6.954516181342000e-01 	-1.609792604038000e+00 	-2.916826850689000e-01 	9.425520634539000e-01 	-9.042519514376000e-09 	1.260766801712000e-10 	5.180016160011000e-06 	-8.344650268554000e-07 	1.192092895508000e-07 	-3.017485141754000e-07 	-1.925000000000000e+01 	2.740937500000000e+02 	000000000000076 
000000000108000 	000000000000024 	000000000108000 	000000000108000 	-4.449207335711000e-05 	-4.547473508865000e-13 	000000000000000 	2.400000000000000e+00 	6.638525170274000e-03 	5.153662679672000e+03 	5.139499795081000e-09 	1.266763636099000e+00 	5.027184546643000e-01 	2.856717929905000e+00 	9.432036617956000e-01 	-8.549284683451000e-09 	-8.571785620706000e-11 	5.610287189483000e-06 	1.920387148857000e-06 	1.080334186554000e-07 	9.313225746155000e-09 	3.768750000000000e+01 	2.611875000000000e+02 	000000000000067 
000000000108000 	000000000000012 	000000000108000 	000000000108000 	3.565512597561000e-04 	-1.818989403546000e-12 	000000000000000 	2.400000000000000e+00 	6.769243045710000e-03 	5.153666666031000e+03 	3.998023676591000e-09 	-2.583180835965000e-01 	9.115677598961000e-01 	-2.280098535850000e+00 	9.878166798783000e-01 	-7.936402011570999e-09 	-1.710785546799000e-10 	8.175149559974000e-06 	-1.695007085800000e-07 	8.940696716308000e-08 	-2.421438694000000e-08 	-3.750000000000000e+00 	2.414375000000000e+02 	000000000000061 
000000000108000 	000000000000032 	000000000108000 	000000000108000 	-5.324687808752000e-04 	-7.958078640513000e-13 	000000000000000 	2.400000000000000e+00 	1.549986889586000e-03 	5.153622671127000e+03 	4.447685263944000e-09 	-2.301774076621000e+00 	-2.695626430769000e+00 	1.840212197642000e+00 	9.570159886316000e-01 	-7.914972547519000e-09 	2.282237921513000e-10 	9.804964065551001e-06 	2.250075340271000e-06 	5.960464477539000e-08 	-8.381903171539000e-08 	4.253125000000000e+01 	000000000000189 	000000000000053 
