5.380652070000172e+05 	000000000000010 	8.304333215500000e+07 	-9.274867934000000e+06 	1.948536000000000e+03 	000000000000045 
5.380652070000172e+05 	000000000000012 	8.389649303600000e+07 	-3.703313809000000e+06 	4.192800000000000e+01 	000000000000047 
5.380652070000172e+05 	000000000000014 	8.660376365800001e+07 	-3.379404621000000e+05 	2.052628000000000e+03 	000000000000031 
5.380652070000172e+05 	000000000000015 	8.701805370900001e+07 	1.663515090000000e+05 	-1.563840000000000e+03 	000000000000041 
5.380652070000172e+05 	000000000000018 	8.258454999900000e+07 	-3.506148339000000e+06 	9.619900000000000e+01 	000000000000041 
5.380652070000172e+05 	000000000000020 	8.625030977700000e+07 	7.879394220000000e+05 	-3.093718000000000e+03 	000000000000039 
5.380652070000172e+05 	000000000000021 	8.586308775800000e+07 	3.123910240000000e+05 	-2.029691000000000e+03 	000000000000039 
5.380652070000172e+05 	000000000000024 	8.554424702400000e+07 	2.574028100000000e+03 	-2.578596000000000e+03 	000000000000023 
5.380652070000172e+05 	000000000000025 	8.367391141700000e+07 	-8.971079648000000e+06 	2.387038000000000e+03 	000000000000046 
5.380652070000172e+05 	000000000000031 	8.561340098000000e+07 	-1.135742401800000e+07 	2.863500000000000e+03 	000000000000044 
5.380652070000172e+05 	000000000000032 	8.525165458100000e+07 	-2.517449292000000e+06 	2.013540000000000e+03 	000000000000040 
5.380652070000172e+05 	000000000005001 	9.921448959400000e+07 	-3.016737050000000e+05 	3.866100000000000e+02 	000000000000043 
5.380652070000172e+05 	000000000005002 	1.001731145140000e+08 	-2.611481890000000e+05 	3.497480000000000e+02 	000000000000038 
5.380652070000172e+05 	000000000005003 	9.906761781299999e+07 	-7.339686500000001e+04 	3.744750000000000e+02 	000000000000039 
5.380652070000172e+05 	000000000005004 	1.004852746530000e+08 	-2.832536730000000e+05 	3.662430000000000e+02 	000000000000038 
5.380652070000172e+05 	000000000005005 	1.022729587900000e+08 	-6.502556110000000e+04 	3.389240000000000e+02 	000000000000032 
5.380652070000172e+05 	000000000005006 	9.912480629900000e+07 	-3.083689657000000e+06 	9.660960000000000e+02 	000000000000038 
5.380652070000172e+05 	000000000005007 	9.894070847900000e+07 	-4.248527049000000e+06 	9.928350000000000e+02 	000000000000041 
5.380652070000172e+05 	000000000005008 	1.031542879000000e+08 	1.027423770000000e+05 	-9.096880000000000e+02 	000000000000030 
5.380652070000172e+05 	000000000005009 	9.978775804600000e+07 	-2.852942646000000e+06 	9.758830000000000e+02 	000000000000033 
5.380652070000172e+05 	000000000005010 	1.001684933350000e+08 	-2.676080150000000e+05 	1.304714000000000e+03 	000000000000040 
5.380652070000172e+05 	000000000005013 	1.024562818080000e+08 	2.769137680000000e+05 	-1.280838000000000e+03 	000000000000034 
