9.731199399995804e+04 	000000000000005 	2.206269289700000e+07 	4.899298006000000e+06 	-1.515300000000000e+03 	000000000000043 
9.731199399995804e+04 	000000000000013 	2.163220753900000e+07 	9.494101236000000e+06 	-2.198939000000000e+03 	000000000000039 
9.731199399995804e+04 	000000000000015 	1.972145703300000e+07 	2.738081764000000e+06 	-1.090092000000000e+03 	000000000000037 
9.731199399995804e+04 	000000000000018 	2.161525214800000e+07 	-1.031799401300000e+07 	2.698094000000000e+03 	000000000000029 
9.731199399995804e+04 	000000000000020 	1.892340362100000e+07 	-5.186886094000000e+06 	6.454700000000000e+02 	000000000000037 
9.731199399995804e+04 	000000000000021 	2.029438420900000e+07 	-1.268273790300000e+07 	2.040280000000000e+03 	000000000000029 
9.731199399995804e+04 	000000000000024 	1.869892273300000e+07 	-1.166874766400000e+07 	1.595283000000000e+03 	000000000000029 
9.731199399995804e+04 	000000000000029 	2.260446978100000e+07 	8.257067396100000e+06 	-1.957583000000000e+03 	000000000000023 
9.731199399995804e+04 	000000000005001 	3.521203340200000e+07 	-1.493770410000000e+04 	4.047510000000000e+02 	000000000000037 
9.731199399995804e+04 	000000000005004 	3.644138743000000e+07 	-1.548862402000000e+06 	3.879820000000000e+02 	000000000000037 
9.731199399995804e+04 	000000000005006 	3.566680887000000e+07 	-4.175020340000000e+05 	2.754750000000000e+02 	000000000000030 
9.731199399995804e+04 	000000000005008 	3.596019274600000e+07 	4.381467474100000e+06 	-1.249190000000000e+03 	000000000000025 
9.731199399995804e+04 	000000000005009 	3.611174399500000e+07 	-2.811064161000000e+05 	1.562910000000000e+02 	000000000000020 
9.731199399995804e+04 	000000000005010 	3.853933763700000e+07 	-4.335256040000000e+06 	1.647905000000000e+03 	000000000000027 
9.731199399995804e+04 	000000000005013 	3.523204596100000e+07 	2.352415216100000e+06 	-8.981020000000000e+02 	000000000000025 
9.731199399995804e+04 	000000000006001 	3.705764844100000e+07 	-5.318763357000000e+06 	1.379020000000000e+03 	000000000000028 
9.731199399995804e+04 	000000000003029 	3.540859502900000e+07 	-1.629482869100000e+06 	3.964920000000000e+02 	000000000000039 
9.731299399995804e+04 	000000000000005 	2.206298330400000e+07 	4.900818058000000e+06 	-1.525728000000000e+03 	000000000000044 
9.731299399995804e+04 	000000000000013 	2.163262536700000e+07 	9.496300611000000e+06 	-2.198055000000000e+03 	000000000000039 
9.731299399995804e+04 	000000000000015 	1.972166620000000e+07 	2.739172625000000e+06 	-1.094939000000000e+03 	000000000000037 
9.731299399995804e+04 	000000000000018 	2.161473673000000e+07 	-1.032068832110000e+07 	2.696752000000000e+03 	000000000000029 
